arm,stage,workload,concurrency,rate,repetition,cell_index,measurement_version,attempted,artifact_gate_pass,conservation_pass,unavailable_reason,http_success_rps,attempted_rps,completed_rps,completed_jobs_per_second,send_p50_ms,send_p95_ms,send_p99_ms,scheduled_p99_ms,samples,attempts,errors,error_pct,timeouts,drain_completed_requests,drain_budget_exceeded,stopped_transport_failures,generator_capacity_flag,scheduled_count,scheduler_misses,scheduler_lag_p99_ms,drops,idle_claims,duplicates,lost_acknowledgements,server_cpu_seconds,server_peak_rss_mib,generator_cpu_seconds,generator_peak_rss_mib,db_bytes,wal_bytes,db_bytes_at_measure_end,wal_bytes_at_measure_end,load_average_1m,measurement_valid,observable_load_checks_pass,frozen_artifact_and_load_gates_pass
v1.4.0,3,read,16,0,0,3,2,True,False,True,,18509.5,18511.1,18509.5,0,0.651,2.221,3.363,3.364,185111,185111,0,0.0,0,16,False,False,False,,0,0,0,0,0,0,23.6298,33.1875,17.706405,418.5,45268992,0,45268992,1520312,5.388671875,True,True,False
v1.5.0-rc,3,read,16,0,0,4,2,True,False,True,,16738.2,16739.8,16738.2,0,0.711,2.5,3.803,3.804,167398,167398,0,0.0,0,16,False,False,False,,0,0,0,0,0,0,26.10682,29.3125,17.304856,286.4375,47185920,0,47185920,0,5.56005859375,True,True,False
vanilla,3,read,16,0,0,5,2,True,False,True,,15870,15871.6,15870,0,0.753,2.643,4.021,4.022,158716,158716,0,0.0,0,16,False,False,False,,0,0.001,0,0,0,0,28.0775,28.765625,17.123144,267.71875,49750016,0,49750016,4152,6.11865234375,True,True,False
v1.5.0-rc,3,read,64,0,0,6,2,True,False,True,,16632.5,16638.9,16632.5,0,2.702,11.199,17.133,17.133,166389,166389,0,0.0,0,64,False,False,False,,0,0,0,0,0,0,26.067568,31.578125,17.535075,283.65625,47185920,0,47185920,0,6.5087890625,True,True,False
vanilla,3,read,64,0,0,7,2,True,False,True,,15879.7,15886,15879.7,0,2.844,11.691,17.791,17.792,158860,158860,0,0.0,0,63,False,False,False,,0,0.001,0,0,0,0,28.124903,32.171875,17.339954,274.515625,49750016,0,49750016,4152,6.37060546875,True,True,False
v1.4.0,3,read,64,0,0,8,2,True,False,True,,17829.7,17836.1,17829.7,0,2.546,10.378,15.878,15.879,178361,178361,0,0.0,0,64,False,False,False,,0,0,0,0,0,0,23.400485,36.34375,17.869098,426.5,45268992,0,45268992,1520312,6.62060546875,True,True,False
vanilla,3,lifecycle,1,0,0,9,2,True,False,True,,500.6,500.7,500.6,250.3,1.324,4.029,4.207,4.208,5008,5008,0,0.0,0,2,False,False,False,,0,0,0,0,0,0,13.104983,27.625,0.6469769999999999,41.3125,50171904,0,50167808,4144752,6.7958984375,True,True,False
v1.4.0,3,lifecycle,1,0,0,10,2,True,False,True,,4249.7,4249.8,4249.7,2124.8,0.221,0.321,0.443,0.443,42498,42498,0,0.0,0,1,False,False,False,,0,0.001,0,0,0,0,13.977959,32.203125,5.234674,104.421875,48799744,0,48783360,4148872,6.33056640625,True,True,False
v1.5.0-rc,3,lifecycle,1,0,0,11,2,True,False,True,,3828.8,3828.9,3828.8,1914.4,0.248,0.351,0.51,0.51,38290,38290,0,0.0,0,2,False,False,False,,0,0,0,0,0,0,15.450202,28.890625,4.937321000000001,94.640625,50462720,0,50450432,4148872,6.07861328125,True,True,False
v1.4.0,3,lifecycle,16,0,0,12,2,True,False,True,,5278.9,5280.5,5278.9,2639.1,2.588,6.71,9.248,9.248,52814,52814,0,0.0,0,25,False,False,False,,0,0.001,0,0,0,0,18.982052,33.1875,7.065766999999999,154.5,49778688,0,49766400,4152992,5.31591796875,True,True,False
v1.5.0-rc,3,lifecycle,16,0,0,13,2,True,False,True,,4467.6,4469.2,4467.6,2233.3,2.55,10.068,15.494,15.494,44698,44698,0,0.0,0,22,False,False,False,,0,0.001,0,0,0,0,20.127651,30.6875,7.47176,143.1875,51052544,0,51040256,4152992,5.3408203125,True,True,False
vanilla,3,lifecycle,16,0,0,14,2,True,False,True,,435,436.6,435,217.2,26.833,99.677,151.761,151.762,4376,4376,0,0.0,0,26,False,False,False,,0,0.001,0,0,0,0,13.904588,28.71875,0.82778,39.375,50118656,0,50114560,4136512,5.87451171875,True,True,False
v1.5.0-rc,3,lifecycle,64,0,0,15,2,True,False,True,,4239.1,4245.5,4239.1,2117.7,10.573,44.321,67.456,67.457,42482,42482,0,0.0,0,91,False,False,False,,0,0.001,0,0,0,0,20.306013,32.109375,7.4609119999999995,107.96875,50802688,0,50802688,4152992,5.29931640625,True,True,False
vanilla,3,lifecycle,64,0,0,16,2,True,False,True,,419,425.4,419,207.8,101.782,438.409,672.386,672.386,4284,4284,0,0.0,0,94,False,False,False,,0,0.001,0,0,0,0,14.01136,31.90625,0.8542669999999999,44.28125,50110464,0,50102272,4132392,4.8505859375,True,True,False
v1.4.0,3,lifecycle,64,0,0,17,2,True,False,True,,4660.5,4666.9,4660.5,2328.4,11.529,31.956,44.768,44.769,46696,46696,0,0.0,0,91,False,False,False,,0,0.001,0,0,0,0,18.966939,36.234375,7.003991,144.203125,49180672,0,49180672,4148872,4.63916015625,True,True,False
vanilla,3,read,1,100,0,18,2,True,False,True,,100,100,100,0,0.497,0.781,0.889,2.907,1000,1000,0,0.0,0,0,False,False,False,1000,0,2.105,0,0,0,0,0.7021769999999999,25.34375,0.510386,17.875,49750016,0,49750016,4152,5.37744140625,True,True,False
v1.4.0,3,read,1,100,0,19,2,True,False,True,,100,100,100,0,0.462,0.7,0.912,2.942,1000,1000,0,0.0,0,0,False,False,False,1000,0,2.128,0,0,0,0,0.580909,29.53125,0.492548,17.96875,45268992,0,45268992,1520312,4.47509765625,True,True,False
v1.5.0-rc,3,read,1,100,0,20,2,True,False,True,,100,100,100,0,0.494,0.746,0.918,2.918,1000,1000,0,0.0,0,0,False,False,False,1000,0,2.122,0,0,0,0,0.6388659999999999,25.765625,0.5000009999999999,18.546875,47185920,0,47185920,0,4.09423828125,True,True,False
v1.4.0,3,read,1,500,0,21,2,True,False,True,,500,500,500,0,0.309,0.496,0.63,1.055,5000,5000,0,0.0,0,0,False,False,False,5000,1,0.491,0,0,0,0,1.809424,30.359375,1.6949999999999998,24.828125,45268992,0,45268992,1520312,3.91796875,True,True,False
v1.5.0-rc,3,read,1,500,0,22,2,True,False,True,,500,500,500,0,0.316,0.512,0.653,1.062,5000,5000,0,0.0,0,0,False,False,False,5000,1,0.482,0,0,0,0,2.193626,26.515625,1.675516,23.390625,47185920,0,47185920,0,3.62744140625,True,True,False
vanilla,3,read,1,500,0,23,2,True,False,True,,500,500,500,0,0.321,0.515,0.652,1.057,5000,5000,0,0.0,0,0,False,False,False,5000,0,0.478,0,0,0,0,2.445073,26.453125,1.6822489999999999,23.609375,49750016,0,49750016,4152,3.88623046875,True,True,False
v1.5.0-rc,3,read,1,1000,0,24,2,True,False,True,,999.8,1000,999.8,0,0.265,0.474,0.784,2.102,10000,10000,0,0.0,0,2,False,False,False,10000,88,0.489,0,0,0,0,3.906072,27.296875,3.050243,31.28125,47185920,0,47185920,0,3.4619140625,True,True,False
vanilla,3,read,1,1000,0,25,2,True,False,True,,1000,1000,1000,0,0.272,0.464,0.6,0.808,10000,10000,0,0.0,0,0,False,False,False,10000,7,0.262,0,0,0,0,4.424333,26.96875,3.094995,31.5625,49750016,0,49750016,4152,4.263671875,True,True,False
v1.4.0,3,read,1,1000,0,26,2,True,False,True,,1000,1000,1000,0,0.231,0.429,0.543,0.773,10000,10000,0,0.0,0,0,False,False,False,10000,0,0.261,0,0,0,0,3.0783579999999997,30.75,2.967412,30.109375,45268992,0,45268992,1520312,5.05859375,True,True,False
v1.4.0,3,read,1,0,1,27,2,True,False,True,,8438,8438.1,8438,0,0.109,0.17,0.227,0.227,84381,84381,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,11.823708,31.640625,10.040292,152.34375,45268992,0,45268992,1520312,5.35400390625,True,True,False
v1.5.0-rc,3,read,1,0,1,28,2,True,False,True,,8208.2,8208.3,8208.2,0,0.112,0.174,0.232,0.233,82083,82083,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,13.090994,27.65625,9.811096,145.265625,47185920,0,47185920,0,5.34814453125,True,True,False
vanilla,3,read,1,0,1,29,2,True,False,True,,8123.6,8123.7,8123.6,0,0.113,0.178,0.238,0.238,81237,81237,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,13.55146,27.234375,9.714154,149.046875,49750016,0,49750016,4152,5.39892578125,True,True,False
v1.5.0-rc,3,read,16,0,1,30,2,True,False,True,,17322.5,17324.1,17322.5,0,0.69,2.411,3.641,3.642,173241,173241,0,0.0,0,16,False,False,False,,0,0,0,0,0,0,26.108759,29.8125,17.436752,287.375,47185920,0,47185920,0,5.7373046875,True,True,False
vanilla,3,read,16,0,1,31,2,True,False,True,,16132.8,16134.4,16132.8,0,0.737,2.601,3.951,3.951,161344,161344,0,0.0,0,16,False,False,False,,0,0.001,0,0,0,0,28.045158,28.828125,17.129145,279.5,49750016,0,49750016,4152,6.2509765625,True,True,False
v1.4.0,3,read,16,0,1,32,2,True,False,True,,18805.2,18806.8,18805.2,0,0.641,2.197,3.309,3.309,188068,188068,0,0.0,0,16,False,False,False,,0,0,0,0,0,0,23.687801,32.859375,17.848988,419.125,45268992,0,45268992,1520312,6.57666015625,True,True,False
vanilla,3,read,64,0,1,33,2,True,False,True,,15877.9,15884.3,15877.9,0,2.833,11.751,18.143,18.143,158843,158843,0,0.0,0,64,False,False,False,,0,0.001,0,0,0,0,27.916131,31.65625,17.182203,313.015625,49750016,0,49750016,4152,6.884765625,True,True,False
v1.4.0,3,read,64,0,1,34,2,True,False,True,,18599.8,18606.2,18599.8,0,2.42,9.987,15.321,15.321,186062,186062,0,0.0,0,64,False,False,False,,0,0,0,0,0,0,23.533549999999998,36.71875,17.854252,426.046875,45268992,0,45268992,1520312,7.14892578125,True,True,False
v1.5.0-rc,3,read,64,0,1,35,2,True,False,True,,16749.1,16755.5,16749.1,0,2.68,11.11,17.173,17.173,167555,167555,0,0.0,0,64,False,False,False,,0,0,0,0,0,0,25.996482999999998,31.765625,17.278934,294.515625,47185920,0,47185920,0,7.02294921875,True,True,False
v1.4.0,3,lifecycle,1,0,1,36,2,True,False,True,,4253.5,4253.6,4253.5,2126.7,0.221,0.318,0.432,0.432,42536,42536,0,0.0,0,1,False,False,False,,0,0.001,0,0,0,0,13.909822,32.484375,5.2292559999999995,96.0625,48795648,0,48783360,4148872,7.09130859375,True,True,False
v1.5.0-rc,3,lifecycle,1,0,1,37,2,True,False,True,,3815.3,3815.4,3815.3,1907.6,0.248,0.354,0.511,0.513,38154,38154,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,15.449171,28.5625,4.937184,94.53125,50450432,0,50442240,4148872,6.646484375,True,True,False
vanilla,3,lifecycle,1,0,1,38,2,True,False,True,,476.4,476.5,476.4,238.2,1.253,4.206,4.494,4.495,4766,4766,0,0.0,0,2,False,False,False,,0,0.001,0,0,0,0,13.127725,28.1875,0.646631,39.0625,50151424,0,50151424,4144752,6.630859375,True,True,False
v1.5.0-rc,3,lifecycle,16,0,1,39,2,True,False,True,,4598,4599.6,4598,2298.6,2.501,9.791,14.916,14.916,46004,46004,0,0.0,0,24,False,False,False,,0,0.001,0,0,0,0,20.175857999999998,30.03125,7.43426,139.203125,51126272,0,51113984,4144752,6.072265625,True,True,False
vanilla,3,lifecycle,16,0,1,40,2,True,False,True,,449.8,451.4,449.8,224.7,26.019,99.253,157.21,157.21,4526,4526,0,0.0,0,28,False,False,False,,0,0.001,0,0,0,0,13.940364,28.828125,0.8416489999999999,41.71875,50139136,0,50135040,4144752,6.19091796875,True,True,False
v1.4.0,3,lifecycle,16,0,1,41,2,True,False,True,,4946.5,4948.1,4946.5,2472.9,2.755,7.174,10.103,10.104,49490,49490,0,0.0,0,25,False,False,False,,0,0.001,0,0,0,0,19.007437,33.53125,6.979735,140.140625,49430528,0,49426432,4161232,5.6318359375,True,True,False
vanilla,3,lifecycle,64,0,1,42,2,True,False,True,,440.8,447.2,440.8,218.7,99.917,410.509,618.083,618.084,4502,4502,0,0.0,0,94,False,False,False,,0,0.001,0,0,0,0,14.005028000000001,31.390625,0.8564499999999999,44.40625,50126848,0,50118656,4144752,5.724609375,True,True,False
v1.4.0,3,lifecycle,64,0,1,43,2,True,False,True,,4776.3,4782.7,4776.3,2386.3,11.272,31.194,42.805,42.805,47854,47854,0,0.0,0,91,False,False,False,,0,0.001,0,0,0,0,18.934452,36.15625,6.908075,140.46875,49283072,0,49262592,4161232,5.69921875,True,True,False
v1.5.0-rc,3,lifecycle,64,0,1,44,2,True,False,True,,4196.7,4203.1,4196.7,2096.8,10.594,45.212,70.814,70.814,42064,42064,0,0.0,0,97,False,False,False,,0,0.001,0,0,0,0,20.014349000000003,32.328125,7.346022,108.375,50810880,0,50794496,4161232,6.060546875,True,True,False
v1.4.0,3,read,1,100,1,45,2,True,False,True,,100,100,100,0,0.452,0.683,0.953,2.885,1000,1000,0,0.0,0,0,False,False,False,1000,0,2.14,0,0,0,0,0.5843700000000001,29.34375,0.48917999999999995,18.078125,45268992,0,45268992,1520312,6.71044921875,True,True,False
v1.5.0-rc,3,read,1,100,1,46,2,True,False,True,,100,100,100,0,0.488,0.742,0.95,2.925,1000,1000,0,0.0,0,0,False,False,False,1000,0,2.119,0,0,0,0,0.637968,25.5,0.49033099999999996,18.078125,47185920,0,47185920,0,6.3125,True,True,False
vanilla,3,read,1,100,1,47,2,True,False,True,,100,100,100,0,0.487,0.74,0.99,2.88,1000,1000,0,0.0,0,0,False,False,False,1000,0,2.116,0,0,0,0,0.678754,25.515625,0.483039,18.5,49750016,0,49750016,4152,5.43603515625,True,True,False
v1.5.0-rc,3,read,1,500,1,48,2,True,False,True,,500,500,500,0,0.312,0.508,0.649,1.06,5000,5000,0,0.0,0,0,False,False,False,5000,0,0.484,0,0,0,0,2.1475720000000003,26.515625,1.6635039999999999,22.78125,47185920,0,47185920,0,4.45849609375,True,True,False
vanilla,3,read,1,500,1,49,2,True,False,True,,500,500,500,0,0.326,0.521,0.629,1.044,5000,5000,0,0.0,0,0,False,False,False,5000,0,0.481,0,0,0,0,2.440944,26.78125,1.6888429999999999,24.734375,49750016,0,49750016,4152,4.3203125,True,True,False
v1.4.0,3,read,1,500,1,50,2,True,False,True,,500,500,500,0,0.296,0.49,0.607,1.025,5000,5000,0,0.0,0,0,False,False,False,5000,0,0.47,0,0,0,0,1.785914,30.03125,1.6824839999999999,24.296875,45268992,0,45268992,1520312,3.78759765625,True,True,False
vanilla,3,read,1,1000,1,51,2,True,False,True,,1000,1000,1000,0,0.228,0.504,0.784,1.208,10000,10000,0,0.0,0,0,False,False,False,10000,58,0.368,0,0,0,0,4.024622,28.171875,2.855582,31.28125,49750016,0,49750016,4152,3.8583984375,True,True,False
v1.4.0,3,read,1,1000,1,52,2,True,False,True,,1000,1000,1000,0,0.266,0.502,0.648,0.861,10000,10000,0,0.0,0,0,False,False,False,10000,13,0.275,0,0,0,0,3.408018,30.921875,3.224502,30.578125,45268992,0,45268992,1520312,4.11376953125,True,True,False
v1.5.0-rc,3,read,1,1000,1,53,2,True,False,True,,1000,1000,1000,0,0.259,0.526,0.793,1.377,10000,10000,0,0.0,0,0,False,False,False,10000,78,0.578,0,0,0,0,3.980354,27.671875,3.0912499999999996,31.03125,47185920,0,47185920,0,4.61669921875,True,True,False
v1.5.0-rc,3,read,1,0,2,54,2,True,False,True,,7188.9,7189,7188.9,0,0.128,0.204,0.271,0.271,71890,71890,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,13.444113,27.703125,9.976084,132.15625,47185920,0,47185920,0,6.96875,True,True,False
vanilla,3,read,1,0,2,55,2,True,False,True,,7156.4,7156.5,7156.4,0,0.128,0.208,0.273,0.273,71565,71565,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,13.945401,27.203125,9.933451999999999,142.21875,49750016,0,49750016,4152,7.251953125,True,True,False
v1.4.0,3,read,1,0,2,56,2,True,False,True,,7720.9,7721,7720.9,0,0.118,0.19,0.254,0.255,77210,77210,0,0.0,0,1,False,False,False,,0,0,0,0,0,0,12.156105,32.203125,10.085411,132.984375,45268992,0,45268992,1520312,6.9853515625,True,True,False
vanilla,3,read,16,0,2,57,2,True,False,True,,14878,14879.6,14878,0,0.803,2.826,4.257,4.257,148796,148796,0,0.0,0,16,False,False,False,,0,0.001,0,0,0,0,28.676842999999998,29.203125,17.345518,255.984375,49750016,0,49750016,4152,7.0615234375,True,True,False
v1.4.0,3,read,16,0,2,58,2,True,False,True,,17141.8,17143.4,17141.8,0,0.704,2.392,3.621,3.621,171434,171434,0,0.0,0,16,False,False,False,,0,0,0,0,0,0,24.059835999999997,33.671875,17.796038,275.578125,45268992,0,45268992,1520312,7.79248046875,True,True,False
v1.5.0-rc,3,read,16,0,2,59,2,True,False,True,,15286.4,15287.9,15286.4,0,0.782,2.732,4.122,4.123,152879,152879,0,0.0,0,15,False,False,False,,0,0,0,0,0,0,26.399597999999997,29.171875,17.219337000000003,250.828125,47185920,0,47185920,0,7.99169921875,True,True,False
v1.4.0,3,read,64,0,2,60,2,True,False,True,,16723.6,16730,16723.6,0,2.708,11.059,16.995,16.995,167300,167300,0,0.0,0,64,False,False,False,,0,0,0,0,0,0,23.802633999999998,36.34375,17.877724,291.4375,45268992,0,45268992,1520312,8.3740234375,True,True,False
v1.5.0-rc,3,read,64,0,2,61,2,True,False,True,,15089.8,15096.2,15089.8,0,2.984,12.322,18.747,18.747,150962,150962,0,0.0,0,64,False,False,False,,0,0,0,0,0,0,26.490824,31.78125,17.48133,254.84375,47185920,0,47185920,0,8.55517578125,True,True,False
vanilla,3,read,64,0,2,62,2,True,False,True,,14631.9,14638.3,14631.9,0,3.086,12.67,19.353,19.353,146383,146383,0,0.0,0,64,False,False,False,,0,0.001,0,0,0,0,28.699489999999997,31.65625,17.559661,284.328125,49750016,0,49750016,4152,9.1826171875,True,True,False
v1.5.0-rc,3,lifecycle,1,0,2,63,2,True,False,True,,3399,3399.1,3399,1699.5,0.281,0.394,0.571,0.572,33992,33992,0,0.0,0,2,False,False,False,,0,0.001,0,0,0,0,15.960365,28.78125,4.95196,94.484375,50069504,0,50061312,4148872,9.43701171875,True,True,False
vanilla,3,lifecycle,1,0,2,64,2,True,False,True,,438.6,438.7,438.6,219.3,1.356,4.523,4.692,4.692,4388,4388,0,0.0,0,2,False,False,False,,0,0.001,0,0,0,0,13.160476000000001,28.296875,0.665705,39.484375,50122752,0,50122752,4144752,8.896484375,True,True,False
v1.4.0,3,lifecycle,1,0,2,65,2,True,False,True,,3460.7,3460.8,3460.7,1730.3,0.267,0.405,0.557,0.558,34608,34608,0,0.0,0,1,False,False,False,,0,0.001,0,0,0,0,14.589484,32.375,5.392875,91.84375,48119808,0,48115712,4148872,8.51123046875,True,True,False
vanilla,3,lifecycle,16,0,2,66,2,True,False,True,,442.2,443.8,442.2,220.8,26.535,99.075,148.915,148.915,4448,4448,0,0.0,0,26,False,False,False,,0,0.001,0,0,0,0,13.920922000000001,28.765625,0.8813799999999999,37.34375,50126848,0,50114560,4148872,8.5029296875,True,True,False
v1.4.0,3,lifecycle,16,0,2,67,2,True,False,True,,4472.3,4473.9,4472.3,2235.8,3.012,7.958,11.487,11.487,44748,44748,0,0.0,0,25,False,False,False,,0,0.001,0,0,0,0,18.926330999999998,33.140625,7.031321999999999,141.015625,49078272,0,49074176,4144752,7.96630859375,True,True,False
v1.5.0-rc,3,lifecycle,16,0,2,68,2,True,False,True,,3513.9,3515.5,3513.9,1756.5,3.187,12.992,20.18,20.18,35162,35162,0,0.0,0,23,False,False,False,,0,0.001,0,0,0,0,19.849693000000002,29.78125,7.4989799999999995,95.1875,50311168,0,50294784,4144752,7.646484375,True,True,False
v1.4.0,3,lifecycle,64,0,2,69,2,True,False,True,,4251.4,4257.8,4251.4,2124.2,12.345,34.862,51.142,51.142,42612,42612,0,0.0,0,98,False,False,False,,0,0.001,0,0,0,0,18.495193999999998,36.40625,6.8364899999999995,112.640625,48660480,0,48644096,4152992,7.91455078125,True,True,False
v1.5.0-rc,3,lifecycle,64,0,2,70,2,True,False,True,,3842,3848.4,3842,1919.3,11.518,49.025,76.277,76.277,38514,38514,0,0.0,0,94,False,False,False,,0,0.001,0,0,0,0,21.133020000000002,32.71875,8.047037,97.953125,50475008,0,50475008,4144752,7.8525390625,True,True,False
vanilla,3,lifecycle,64,0,2,71,2,True,False,True,,361,367.4,361,179.1,119.535,502.301,795.34,795.34,3710,3710,0,0.0,0,100,False,False,False,,0,0.001,0,0,0,0,14.092902,31.03125,0.8701099999999999,43.640625,50057216,0,50057216,4148872,9.0595703125,True,True,False
